Country,Popularity,Title,Artist,Release_date,danceability,energy,tempo,release_date,year,month
USA,6873.399999999999,daisy,Ashnikko,2020-07-09,0.8340000000000001,0.6629999999999999,121.876,2020-07-09,2020,7
USA,392.2,broken glass,Kygo - Kim Petras,2020-05-29,0.526,0.633,171.044,2020-05-29,2020,5
USA,1371,rockstar  - blm remix,DaBaby - Roddy Ricch,2020-06-12,0.747,0.6890000000000001,89.90100000000002,2020-06-12,2020,6
USA,719.0500000000003,all i know,Machine Gun Kelly - Trippie Redd,2020-09-25,0.7120000000000001,0.624,77.471,2020-09-25,2020,9
USA,2859.2,ice cream,BLACKPINK - Selena Gomez,2020-10-02,0.785,0.7190000000000001,159.953,2020-10-02,2020,10
USA,340.4500000000001,qué maldición,Banda MS de Sergio Lizárraga - Snoop Dogg,2020-05-01,0.755,0.531,177.951,2020-05-01,2020,5
USA,941.8,modus,Joji,2020-09-24,0.738,0.5329999999999999,132.00799999999998,2020-09-24,2020,9
USA,811.05,ugh!,BTS,2020-02-21,0.72,0.8240000000000001,165.998,2020-02-21,2020,2
USA,5128.3499999999985,ice cream,BLACKPINK - Selena Gomez,2020-08-28,0.79,0.7290000000000001,159.989,2020-08-28,2020,8
USA,16556.950000000004,the bigger picture,Lil Baby,2020-06-12,0.59,0.618,96.459,2020-06-12,2020,6
USA,893.7,war,Drake,2020-05-01,0.7490000000000001,0.792,144.064,2020-05-01,2020,5
USA,3485.8500000000013,something special,Pop Smoke,2020-07-03,0.7390000000000001,0.616,91.071,2020-07-03,2020,7
USA,24880.05,savage love,Jawsh 685 - Jason Derulo,2020-06-11,0.767,0.481,150.076,2020-06-11,2020,6
USA,8530.7,turks,NAV - Gunna - Travis Scott,2020-03-27,0.893,0.618,119.099,2020-03-27,2020,3
USA,790.8,filter,BTS,2020-02-21,0.7809999999999999,0.762,110.042,2020-02-21,2020,2
USA,736.75,snitching,Pop Smoke - Quavo - Future,2020-07-03,0.944,0.579,135.033,2020-07-03,2020,7
USA,728.25,p fkn r,Bad Bunny - Kendo Kaponi - Arcangel,2020-02-28,0.82,0.635,101.024,2020-02-28,2020,2
USA,120.8,selfless,The Strokes,2020-04-10,0.537,0.68,121.989,2020-04-10,2020,4
USA,4200,positions,Ariana Grande,2020-10-23,0.736,0.802,144.005,2020-10-23,2020,10
USA,1183.35,landed,Drake,2020-05-01,0.8809999999999999,0.636,163.949,2020-05-01,2020,5
USA,846.75,blame it on baby,DaBaby,2020-04-17,0.875,0.687,109.791,2020-04-17,2020,4
USA,2091.45,snow on tha bluff,J. Cole,2020-06-16,0.586,0.512,75.857,2020-06-16,2020,6
USA,7313.749999999997,la difícil,Bad Bunny,2020-02-28,0.685,0.848,179.87,2020-02-28,2020,2
USA,3173.200000000001,mad woman,Taylor Swift,2020-07-24,0.5920000000000001,0.6990000000000001,141.916,2020-07-24,2020,7
USA,1173.1,no regrets,Eminem - Don Toliver,2020-01-17,0.7559999999999999,0.747,134.935,2020-01-17,2020,1
USA,82.4,sweet but psycho,Ava Max,2020-09-18,0.72,0.706,133.002,2020-09-18,2020,9
USA,105.6,boys will be boys,Dua Lipa,2020-03-27,0.768,0.486,125.021,2020-03-27,2020,3
USA,25882.65,dollaz on my head,Gunna - Young Thug,2020-05-22,0.825,0.458,145.115,2020-05-22,2020,5
USA,561.6999999999998,past life,Trevor Daniel - Selena Gomez,2020-06-26,0.612,0.539,79.94800000000002,2020-06-26,2020,6
USA,1447.2000000000005,"ay, dios mío!",KAROL G,2020-07-10,0.718,0.7120000000000001,180.03400000000005,2020-07-10,2020,7
USA,2.4000000000000004,somo o no somos,Anuel AA,2020-05-29,0.735,0.607,142.006,2020-05-29,2020,5
USA,65.60000000000001,oh my gawd,Mr Eazi - Major Lazer - Nicki Minaj - K4mo,2020-09-10,0.8170000000000001,0.866,94.007,2020-09-10,2020,9
USA,17368.549999999996,smile,Juice WRLD - The Weeknd,2020-07-10,0.6940000000000001,0.685,158.83100000000005,2020-07-10,2020,7
USA,729.5000000000001,afterthought,Joji - BENEE,2020-09-24,0.6679999999999999,0.547,83.5,2020-09-24,2020,9
USA,489.95,3am,Halsey,2020-01-17,0.385,0.871,189.76,2020-01-17,2020,1
USA,536,borderline,Tame Impala,2020-02-14,0.621,0.873,97.96,2020-02-14,2020,2
USA,1671.4,gimme love,Joji,2020-09-24,0.484,0.632,126.384,2020-09-24,2020,9
USA,30905.69999999996,mood,24kGoldn - iann dior,2020-07-24,0.7,0.722,90.989,2020-07-24,2020,7
USA,236.6,you never know,BLACKPINK,2020-10-02,0.39,0.475,72.08800000000002,2020-10-02,2020,10
USA,365.95,thug of spades,YoungBoy Never Broke Again - DaBaby,2020-04-24,0.599,0.74,100.06,2020-04-24,2020,4
USA,6342.500000000001,wonder,Shawn Mendes,2020-10-02,0.333,0.637,139.898,2020-10-02,2020,10
USA,2218.25,escape from la,The Weeknd,2020-03-20,0.404,0.524,145.74,2020-03-20,2020,3
USA,530.6,blindfold,Gunna - Lil Baby,2020-05-22,0.889,0.507,111.994,2020-05-22,2020,5
USA,178.55,kinda crazy,Selena Gomez,2020-01-10,0.691,0.446,93.03,2020-01-10,2020,1
USA,288.7,life is good  - remix,Future - Drake - DaBaby - Lil Baby,2020-05-15,0.79,0.5660000000000001,142.016,2020-05-15,2020,5
USA,323.3,open mic\\aquarius iii,Logic,2020-07-24,0.7509999999999999,0.916,89.876,2020-07-24,2020,7
USA,297.95,amazing grace,DaBaby,2020-04-17,0.775,0.8320000000000001,153.6,2020-04-17,2020,4
USA,65.60000000000001,burn it,Agust D - MAX,2020-05-22,0.6579999999999999,0.7759999999999999,114.044,2020-05-22,2020,5
USA,73.60000000000002,strange,Agust D - RM,2020-05-22,0.627,0.662,90.008,2020-05-22,2020,5
USA,2799.75,bloody valentine,Machine Gun Kelly,2020-09-25,0.5329999999999999,0.858,160.05700000000004,2020-09-25,2020,9
USA,2587.8,rich nigga shit,21 Savage - Metro Boomin - Young Thug,2020-10-02,0.825,0.733,97.974,2020-10-02,2020,10
USA,360.8,bloody valentine,Machine Gun Kelly,2020-05-01,0.52,0.856,160.083,2020-05-01,2020,5
USA,212.4,bad news,Kehlani,2020-05-08,0.426,0.408,132.203,2020-05-08,2020,5
USA,45.6,parasite eve,Bring Me The Horizon,2020-06-25,0.589,0.797,102.489,2020-06-25,2020,6
USA,1011.65,urgency,Lil Uzi Vert - Syd,2020-03-06,0.619,0.784,156.035,2020-03-06,2020,3
USA,573.2,drop,DaBaby - A Boogie Wit da Hoodie - London On Da Track,2020-04-17,0.833,0.589,96.455,2020-04-17,2020,4
USA,244.95,tomorrows dust,Tame Impala,2020-02-14,0.616,0.804,99.002,2020-02-14,2020,2
USA,543.1,más de una cita,Bad Bunny - Zion & Lennox,2020-05-10,0.865,0.5,92.976,2020-05-10,2020,5
USA,380.95000000000016,nothing inside,Machine Gun Kelly - iann dior,2020-09-25,0.561,0.81,87.5,2020-09-25,2020,9
USA,2787.2,peace,Taylor Swift,2020-07-24,0.647,0.272,150.04399999999995,2020-07-24,2020,7
USA,1798.9,hand me downs,Mac Miller,2020-01-17,0.677,0.33,68.985,2020-01-17,2020,1
USA,116.45,entrepreneur,Pharrell Williams - JAY-Z,2020-08-21,0.726,0.629,165.984,2020-08-21,2020,8
USA,1490.8000000000006,relentless,Gunna - Lil Uzi Vert,2020-07-24,0.8809999999999999,0.517,115.084,2020-07-24,2020,7
USA,17.6,more & more,TWICE,2020-06-01,0.7390000000000001,0.841,106.99,2020-06-01,2020,6
USA,21628.9,the woo,Pop Smoke - 50 Cent - Roddy Ricch,2020-07-03,0.49,0.618,99.7,2020-07-03,2020,7
USA,1024.8,bye me fui,Bad Bunny,2020-05-10,0.7120000000000001,0.599,179.78799999999995,2020-05-10,2020,5
USA,26.4,didnt i,OneRepublic,2020-03-13,0.606,0.613,123.943,2020-03-13,2020,3
USA,192.9,water,Kehlani,2020-05-08,0.7709999999999999,0.513,142.049,2020-05-08,2020,5
USA,535.15,diamonds,Megan Thee Stallion - Normani,2020-01-10,0.785,0.753,94.012,2020-01-10,2020,1
USA,64,blowback,The Killers,2020-08-21,0.5489999999999999,0.68,118.01,2020-08-21,2020,8
USA,3025.599999999999,kings & queens,Ava Max,2020-03-12,0.638,0.688,129.856,2020-03-12,2020,3
USA,1650.35,the plan - from the motion picture tenet,Travis Scott,2020-08-22,0.433,0.443,79.903,2020-08-22,2020,8
USA,313.65,thats what love is,Justin Bieber,2020-02-14,0.639,0.4370000000000001,147.575,2020-02-14,2020,2
USA,370.05,celebration,Logic,2020-07-24,0.44,0.968,179.827,2020-07-24,2020,7
USA,99.2,simmer,Hayley Williams,2020-01-22,0.7809999999999999,0.598,109.97,2020-01-22,2020,1
USA,945.3,trap this way,Lil Uzi Vert,2020-03-13,0.71,0.586,175.987,2020-03-13,2020,3
USA,306.15,a sweeter place,Selena Gomez - Kid Cudi,2020-01-10,0.583,0.777,190.054,2020-01-10,2020,1
USA,8970.75,put your records on,Ritt Momney,2020-04-24,0.399,0.491,91.066,2020-04-24,2020,4
USA,1826.95,vacation,Tyga,2020-06-19,0.821,0.61,110.973,2020-06-19,2020,6
USA,518.2,nitrous,Joji,2020-09-24,0.8270000000000001,0.5489999999999999,127.992,2020-09-24,2020,9
USA,38.40000000000001,tutu,6ix9ine,2020-09-04,0.833,0.778,120.011,2020-09-04,2020,9
USA,3129.0999999999995,jump,DaBaby - YoungBoy Never Broke Again,2020-04-17,0.8959999999999999,0.72,140.1,2020-04-17,2020,4
USA,965.2,marsh,Eminem,2020-01-17,0.871,0.493,144.989,2020-01-17,2020,1
USA,2.4000000000000004,smile,Katy Perry,2020-07-10,0.7829999999999999,0.912,98.025,2020-07-10,2020,7
USA,9166.8,yummy,Justin Bieber,2020-01-03,0.687,0.514,145.921,2020-01-03,2020,1
USA,3921.0000000000014,eleven,Khalid,2020-01-09,0.701,0.396,129.004,2020-01-09,2020,1
USA,11365.4,rags2riches 2,Rod Wave - Lil Baby,2020-08-07,0.8740000000000001,0.443,118.004,2020-08-07,2020,8
USA,2095.8,black swan,BTS,2020-01-17,0.7190000000000001,0.758,147.023,2020-01-17,2020,1
USA,355.9,years go by,Bryson Tiller,2020-10-02,0.374,0.5770000000000001,184.201,2020-10-02,2020,10
USA,12963.249999999995,what you know bout love,Pop Smoke,2020-07-03,0.7090000000000001,0.5479999999999999,83.995,2020-07-03,2020,7
USA,12720.1,midnight sky,Miley Cyrus,2020-08-14,0.705,0.8140000000000001,110,2020-08-14,2020,8
USA,96.4,what do you think?,Agust D,2020-05-22,0.7390000000000001,0.725,118.994,2020-05-22,2020,5
USA,140.25,let me love you like a woman,Lana Del Rey,2020-10-16,0.403,0.245,128.333,2020-10-16,2020,10
USA,9088.3,turks,NAV - Gunna - Travis Scott,2020-05-08,0.894,0.618,119.1,2020-05-08,2020,5
USA,11775.699999999995,exile,Taylor Swift - Bon Iver,2020-07-24,0.298,0.38,75.602,2020-07-24,2020,7
USA,38481.9,godzilla,Eminem - Juice WRLD,2020-01-17,0.8079999999999999,0.745,165.995,2020-01-17,2020,1
USA,719.3,top floor,Gunna - Travis Scott,2020-05-22,0.823,0.504,112.985,2020-05-22,2020,5
USA,22914.149999999994,rain on me,Lady Gaga - Ariana Grande,2020-05-29,0.672,0.855,123.056,2020-05-29,2020,5
USA,311,dadbod,Logic,2020-07-24,0.81,0.708,92.272,2020-07-24,2020,7
USA,1534.6500000000005,rojo,J Balvin,2020-03-19,0.6629999999999999,0.598,172.245,2020-03-19,2020,3
USA,1673.45,time flies,Drake,2020-05-01,0.8640000000000001,0.477,86.46,2020-05-01,2020,5
USA,459.7,plastic doll,Lady Gaga,2020-05-29,0.743,0.853,121.028,2020-05-29,2020,5
USA,8022.15,hot girl bummer,blackbear,2020-08-21,0.782,0.5589999999999999,129.99200000000002,2020-08-21,2020,8
USA,1449.1,give no fxk,Migos - Travis Scott - Young Thug,2020-02-14,0.904,0.627,145.976,2020-02-14,2020,2
USA,139,so done,Alicia Keys - Khalid,2020-08-14,0.399,0.459,82.52799999999998,2020-08-14,2020,8
USA,199.45,believe,Meek Mill - Justin Timberlake,2020-02-07,0.628,0.75,87.008,2020-02-07,2020,2
USA,1873.85,party girl,StaySolidRocky - Lil Uzi Vert,2020-07-10,0.752,0.375,129.995,2020-07-10,2020,7
USA,278.15,así soy yo,Anuel AA - Bad Bunny,2020-05-29,0.732,0.807,176.02599999999995,2020-05-29,2020,5
USA,7144,go,The Kid LAROI - Juice WRLD,2020-06-12,0.544,0.7440000000000001,73.699,2020-06-12,2020,6
USA,2031.6,good news,Mac Miller,2020-01-09,0.794,0.32,174.088,2020-01-09,2020,1
USA,256.65,gimmick,Gunna,2020-05-22,0.938,0.546,111.971,2020-05-22,2020,5
USA,7.2,nice to meet ya,Niall Horan,2020-03-13,0.591,0.841,109.034,2020-03-13,2020,3
USA,1030.25,una vez,Bad Bunny - Mora,2020-02-28,0.55,0.598,83.836,2020-02-28,2020,2
USA,0.8,interlude : set me free,Agust D,2020-05-22,0.31,0.416,129.925,2020-05-22,2020,5
USA,2801.9,scared to live,The Weeknd,2020-03-20,0.504,0.498,87.221,2020-03-20,2020,3
USA,1700.15,gangstas,Pop Smoke,2020-07-03,0.5479999999999999,0.506,119.987,2020-07-03,2020,7
USA,2306.2,that way,Lil Uzi Vert,2020-03-01,0.7190000000000001,0.611,129.96200000000002,2020-03-01,2020,3
USA,4279.8,bad energy,Juice WRLD,2020-07-10,0.654,0.452,138.034,2020-07-10,2020,7
USA,3294.1,broke in a minute,Tory Lanez,2020-02-07,0.929,0.7,120.009,2020-02-07,2020,2
USA,1189,obvious,Ariana Grande,2020-10-30,0.624,0.672,159.852,2020-10-30,2020,10
USA,157.8,good intentions,NAV,2020-05-08,0.765,0.696,160.058,2020-05-08,2020,5
USA,562.7,wrong,The Kid LAROI - Lil Mosey,2020-07-24,0.389,0.768,90.146,2020-07-24,2020,7
USA,602.3,riot,XXXTENTACION,2020-06-01,0.509,0.542,97.767,2020-06-01,2020,6
USA,5408.95,lose somebody,Kygo - OneRepublic,2020-05-29,0.58,0.586,147.988,2020-05-29,2020,5
USA,12271.100000000002,holy,Justin Bieber - Chance the Rapper,2020-09-18,0.6729999999999999,0.7040000000000001,86.919,2020-09-18,2020,9
USA,1239.15,44 bulldog,Pop Smoke,2020-07-03,0.8,0.564,139.989,2020-07-03,2020,7
USA,1671.45,d4l,Future - Drake - Young Thug,2020-05-01,0.718,0.706,170.00400000000005,2020-05-01,2020,5
USA,1239.4,bleed,A Boogie Wit da Hoodie,2020-06-19,0.698,0.5720000000000001,71.446,2020-06-19,2020,6
USA,4626.4000000000015,vete,Bad Bunny,2020-02-28,0.8859999999999999,0.672,91.976,2020-02-28,2020,2
USA,977.05,wassup,Lil Uzi Vert - Future,2020-03-13,0.762,0.622,130.019,2020-03-13,2020,3
USA,1239.4499999999996,dolly,Lil Tecca - Lil Uzi Vert,2020-09-18,0.664,0.586,88.50200000000002,2020-09-18,2020,9
USA,309.8,future nostalgia,Dua Lipa,2020-03-27,0.875,0.813,114.993,2020-03-27,2020,3
USA,1375.5,black parade,Beyoncé,2020-06-19,0.8240000000000001,0.555,120.002,2020-06-19,2020,6
USA,650.4000000000002,king of my city,A Boogie Wit da Hoodie,2020-02-14,0.48,0.679,81.186,2020-02-14,2020,2
USA,13491.749999999998,martin & gina,Polo G,2020-05-15,0.8320000000000001,0.534,93.924,2020-05-15,2020,5
USA,5546.65,without me,Halsey,2020-01-17,0.752,0.488,136.041,2020-01-17,2020,1
USA,677.4,west coast shit,Pop Smoke - Tyga - Quavo,2020-07-03,0.831,0.762,99.999,2020-07-03,2020,7
USA,389.45,harlem shake,Future - Young Thug,2020-05-15,0.8640000000000001,0.6890000000000001,152.946,2020-05-15,2020,5
USA,4808.700000000002,b.s.,Jhené Aiko - H.E.R.,2020-03-06,0.617,0.525,135.781,2020-03-06,2020,3
USA,186.95,the adults are talking,The Strokes,2020-04-10,0.593,0.7490000000000001,164.96099999999996,2020-04-10,2020,4
USA,5253.0999999999985,life is good  - remix,Future - DaBaby - Drake - Lil Baby,2020-02-15,0.81,0.5660000000000001,142.069,2020-02-15,2020,2
USA,469.65,bendiciones,Bad Bunny,2020-05-10,0.828,0.581,143.995,2020-05-10,2020,5
USA,2690.849999999999,excitement,Trippie Redd - PARTYNEXTDOOR,2020-05-15,0.474,0.6809999999999999,121.96,2020-05-15,2020,5
USA,3823.05,blue world,Mac Miller,2020-01-17,0.742,0.5529999999999999,84.931,2020-01-17,2020,1
USA,658.4,deep end,Fousheé,2020-07-31,0.711,0.5920000000000001,124.749,2020-07-31,2020,7
USA,765.25,happiness over everything,Jhené Aiko - Future - Miguel,2020-03-06,0.415,0.674,134.769,2020-03-06,2020,3
USA,523.5,title track,Machine Gun Kelly,2020-09-25,0.268,0.8290000000000001,199.886,2020-09-25,2020,9
USA,4034.25,tell me u luv me,Juice WRLD - Trippie Redd,2020-07-10,0.66,0.76,127.984,2020-07-10,2020,7
USA,489.5,expensive,Ty Dolla $ign - Nicki Minaj,2020-08-28,0.866,0.531,99.069,2020-08-28,2020,8
USA,103.7,learn to fly,Surfaces - Elton John,2020-06-12,0.569,0.536,173.695,2020-06-12,2020,6
USA,4556.700000000002,lonely,Justin Bieber - benny blanco,2020-10-16,0.631,0.239,79.859,2020-10-16,2020,10
USA,912.1,zoo york,Lil Tjay - Fivio Foreign - Pop Smoke,2020-05-08,0.565,0.569,92.466,2020-05-08,2020,5
USA,184.45,will,Joyner Lucas,2020-03-27,0.773,0.664,142.946,2020-03-27,2020,3
USA,17366.05,got it on me,Pop Smoke,2020-07-03,0.688,0.647,88.834,2020-07-03,2020,7
USA,933.7,temperature rising,Tory Lanez,2020-05-15,0.5660000000000001,0.521,131.85299999999998,2020-05-15,2020,5
USA,4037.8,positions,Ariana Grande,2020-10-30,0.737,0.802,144.015,2020-10-30,2020,10
USA,1691.0500000000006,do it,Chloe x Halle,2020-06-03,0.725,0.6679999999999999,82.96600000000002,2020-06-03,2020,6
USA,46.40000000000001,lions & eagles,Tee Grizzley - Meek Mill,2020-06-19,0.7859999999999999,0.7390000000000001,96.075,2020-06-19,2020,6
USA,31.20000000000001,good guys,LANY,2020-05-13,0.455,0.677,169.919,2020-05-13,2020,5
USA,102.85,the coldest playboy,Tory Lanez,2020-04-10,0.584,0.458,119.188,2020-04-10,2020,4
USA,78.4,100 shooters,Future - Meek Mill - Doe Boy,2020-05-15,0.8270000000000001,0.664,120.672,2020-05-15,2020,5
USA,29.6,i dont think im okay,Bazzi,2020-07-09,0.445,0.33,128.025,2020-07-09,2020,7
USA,40,crusade,Marshmello - SVDDEN DEATH,2020-02-25,0.618,0.98,140.003,2020-02-25,2020,2
USA,55.2,worship you,Kane Brown,2020-08-14,0.63,0.496,78.024,2020-08-14,2020,8
USA,47.2,shotta flow 5,NLE Choppa,2020-08-10,0.8059999999999999,0.7490000000000001,140.032,2020-08-10,2020,8
USA,110.4,clementine,Halsey,2020-01-17,0.5329999999999999,0.4370000000000001,143.263,2020-01-17,2020,1
USA,216.05,illuminati,Lil Pump - Anuel AA,2020-04-24,0.764,0.5379999999999999,129.942,2020-04-24,2020,4
USA,32.800000000000004,something to rap about,"Freddie Gibbs - The Alchemist - Tyler, The Creator",2020-05-29,0.406,0.524,56.04600000000001,2020-05-29,2020,5
USA,31.20000000000001,painless 2,J.I the Prince of N.Y - NAV - Lil Durk,2020-08-06,0.7140000000000001,0.436,138.035,2020-08-06,2020,8
USA,70.4,boomin,Teyana Taylor - Missy Elliott - Future,2020-06-19,0.5479999999999999,0.398,127.899,2020-06-19,2020,6
USA,23.20000000000001,feels like forever,Kygo - Jamie N Commons,2020-05-29,0.643,0.7190000000000001,119.973,2020-05-29,2020,5
USA,2129.5,body like a back road,Sam Hunt,2020-04-03,0.736,0.458,98.977,2020-04-03,2020,4
USA,84.8,staccato,Tory Lanez,2020-07-10,0.713,0.6609999999999999,105.873,2020-07-10,2020,7
USA,86.4,tryna smoke,Jhené Aiko - Micahfonecheck,2020-03-06,0.644,0.451,149.85399999999996,2020-03-06,2020,3
USA,145.6,serial lover,Kehlani,2020-05-08,0.486,0.602,174.676,2020-05-08,2020,5
USA,72,right,Mac Miller,2020-03-19,0.682,0.281,82.954,2020-03-19,2020,3
USA,905.95,ftp,YG,2020-06-04,0.768,0.506,99.978,2020-06-04,2020,6
USA,132.25,another day gone,A Boogie Wit da Hoodie - Khalid,2020-02-14,0.643,0.608,156.974,2020-02-14,2020,2
USA,101.15,everything thats missing,Big Sean - Dwele,2020-09-04,0.405,0.51,183.057,2020-09-04,2020,9
USA,27.20000000000001,cry,Gryffin - John Martin,2020-07-30,0.458,0.802,145.135,2020-07-30,2020,7
USA,5.6000000000000005,king of the fall,The Weeknd,2020-09-25,0.585,0.757,78.018,2020-09-25,2020,9
USA,140.95,speak,Jhené Aiko,2020-03-06,0.341,0.368,89.624,2020-03-06,2020,3
USA,1186.15,onna come up,Lil Eazzyy,2020-10-02,0.7959999999999999,0.426,150.043,2020-10-02,2020,10
USA,164.9,outer space bih,Future,2020-05-15,0.878,0.57,79.997,2020-05-15,2020,5
USA,109.85,nah nah nah,Kanye West,2020-10-16,0.797,0.66,149.997,2020-10-16,2020,10
USA,10940.400000000009,heartless,Diplo - Morgan Wallen,2020-05-29,0.765,0.556,111.033,2020-05-29,2020,5
USA,18.4,comethru,Jeremy Zucker,2020-04-17,0.795,0.18,94.02,2020-04-17,2020,4
USA,102,inhale,Bryson Tiller,2020-09-03,0.461,0.7020000000000001,77.50399999999998,2020-09-03,2020,9
USA,63.2,solid,Lil Baby,2020-02-28,0.825,0.589,156.037,2020-02-28,2020,2
USA,121.6,fade away,The Kid LAROI - Lil Tjay,2020-04-17,0.726,0.414,150.009,2020-04-17,2020,4
USA,127.20000000000002,wild dogs,Lil Wayne,2020-01-31,0.807,0.519,134.86700000000002,2020-01-31,2020,1
USA,470.40000000000015,money talk,Rich The Kid - YoungBoy Never Broke Again,2020-01-17,0.8,0.631,154.984,2020-01-17,2020,1
USA,52.8,do it,Chloe x Halle - Doja Cat - City Girls - Mulatto,2020-09-04,0.628,0.649,82.90700000000002,2020-09-04,2020,9
USA,34.4,window,Still Woozy,2020-04-17,0.7140000000000001,0.483,91.025,2020-04-17,2020,4
USA,5970.2999999999975,"...and to those i love, thanks for sticking around",$uicideBoy$,2020-02-14,0.792,0.512,113.978,2020-02-14,2020,2
USA,48.8,good girls gone bad,A Boogie Wit da Hoodie,2020-02-14,0.6779999999999999,0.674,119.195,2020-02-14,2020,2
USA,69.60000000000001,idk,Lil Tecca,2020-02-07,0.68,0.58,79.847,2020-02-07,2020,2
USA,69.60000000000001,nawfside,YoungBoy Never Broke Again,2020-04-24,0.836,0.615,148.959,2020-04-24,2020,4
USA,25.6,christopher walking,Pop Smoke,2020-02-07,0.773,0.7440000000000001,141.004,2020-02-07,2020,2
USA,11.2,do dat,Stunna 4 Vegas - DaBaby - Lil Baby,2020-01-17,0.887,0.601,134.91,2020-01-17,2020,1
USA,4.800000000000002,addison rae,The Kid LAROI,2020-03-22,0.901,0.49,135.015,2020-03-22,2020,3
USA,24.8,humble,Lil Baby,2020-05-01,0.5539999999999999,0.614,80.028,2020-05-01,2020,5
USA,48.8,roots,Aminé - JID - Charlie Wilson,2020-08-07,0.55,0.76,138.137,2020-08-07,2020,8
USA,25.6,treat you better,YoungBoy Never Broke Again,2020-04-24,0.723,0.723,82.85,2020-04-24,2020,4
USA,102.4,get outta my head,Lil Wayne - XXXTENTACION,2020-01-31,0.547,0.544,101.913,2020-01-31,2020,1
USA,19.200000000000006,protect da brand,Moneybagg Yo - DaBaby,2020-01-10,0.8490000000000001,0.5770000000000001,144.07299999999995,2020-01-10,2020,1
USA,1077.6,one margarita,Luke Bryan,2020-08-07,0.6409999999999999,0.8420000000000001,89.99700000000001,2020-08-07,2020,8
USA,48.8,define me - interlude,Jhené Aiko,2020-03-06,0.529,0.0956,106.029,2020-03-06,2020,3
USA,125.4,rip lil phat,YoungBoy Never Broke Again,2020-02-21,0.652,0.7979999999999999,169.857,2020-02-21,2020,2
USA,67.2,konclusions,YG - Kehlani,2020-02-14,0.6859999999999999,0.614,90.634,2020-02-14,2020,2
USA,344.9,cold as you,Luke Combs,2020-10-23,0.598,0.846,144.04,2020-10-23,2020,10
USA,124.95,song 33,Noname,2020-06-19,0.721,0.674,87.573,2020-06-19,2020,6
USA,308.6,when you down,Lil Tecca - Polo G - Lil Durk,2020-09-18,0.514,0.634,76.181,2020-09-18,2020,9
USA,60.8,sights and silencers,Lil Wayne - The-Dream,2020-01-31,0.7659999999999999,0.398,125.051,2020-01-31,2020,1
USA,107.95,brown boy,NAV,2020-05-08,0.863,0.866,147.055,2020-05-08,2020,5
USA,26.4,quarantine clean,Turbo - Gunna - Young Thug,2020-04-02,0.787,0.518,91.344,2020-04-02,2020,4
USA,133.6,fetch the bolt cutters,Fiona Apple,2020-04-17,0.485,0.488,150.856,2020-04-17,2020,4
USA,4,one watch,Gunna - Young Thug,2020-07-24,0.857,0.511,163.048,2020-07-24,2020,7
USA,24.8,no ceilings,A$AP Ferg - Lil Wayne - Jay Gwuapo,2020-08-27,0.77,0.705,143.054,2020-08-27,2020,8
USA,590.55,whole lotta choppas,Sada Baby - Nicki Minaj,2020-10-16,0.956,0.72,127.943,2020-10-16,2020,10
USA,53.6,crying over you,The Band CAMINO - Chelsea Cutler,2020-07-31,0.463,0.411,147.3,2020-07-31,2020,7
USA,1183.1999999999996,said sum,Moneybagg Yo,2020-06-30,0.929,0.667,126.998,2020-06-30,2020,6
USA,3485.7499999999995,narrow road,NLE Choppa - Lil Baby,2020-08-10,0.614,0.5529999999999999,159.999,2020-08-10,2020,8
USA,100.8,last time i say sorry,Kane Brown - John Legend,2020-03-27,0.263,0.393,86.806,2020-03-27,2020,3
USA,60,full circle,Big Sean - Key Wane - Diddy,2020-09-04,0.5489999999999999,0.931,82.14200000000002,2020-09-04,2020,9
USA,33.6,i remember,Rod Wave,2020-04-03,0.665,0.621,161.849,2020-04-03,2020,4
USA,112.8,shotta flow 4,NLE Choppa - Chief Keef,2020-08-07,0.78,0.866,129.958,2020-08-07,2020,8
USA,104,wish you were sober,Conan Gray,2020-03-20,0.701,0.728,91.071,2020-03-20,2020,3
USA,18.4,big black truck,Dreamville - JID,2020-01-16,0.607,0.48,171.332,2020-01-16,2020,1
USA,39.2,con tus besos,Eslabon Armado,2020-04-06,0.6809999999999999,0.664,102.166,2020-04-06,2020,4
USA,101.6,happy does,Kenny Chesney,2020-05-01,0.715,0.665,109.019,2020-05-01,2020,5
USA,44,how you want it,YoungBoy Never Broke Again,2020-02-21,0.537,0.6509999999999999,150.27700000000004,2020-02-21,2020,2
USA,502.65,knocked off,YoungBoy Never Broke Again,2020-02-21,0.752,0.653,165.046,2020-02-21,2020,2
USA,96.05,right foot creep,YoungBoy Never Broke Again,2020-09-11,0.725,0.79,157.99,2020-09-11,2020,9
USA,103.2,f&mu,Kehlani,2020-04-30,0.7170000000000001,0.597,77.048,2020-04-30,2020,4
USA,221.85,stop playin with me,Lil Wayne,2020-01-31,0.623,0.7829999999999999,88.56200000000003,2020-01-31,2020,1
USA,2084.8,pussy talk,City Girls - Doja Cat,2020-06-20,0.943,0.6409999999999999,99.099,2020-06-20,2020,6
USA,318.8,dame tu calor,Eslabon Armado,2020-07-17,0.461,0.528,98.395,2020-07-17,2020,7
USA,97.75,peep hole,DaBaby,2020-08-03,0.8340000000000001,0.515,127.926,2020-08-03,2020,8
USA,23.20000000000001,erase u,The Kid LAROI,2020-07-24,0.75,0.6409999999999999,144.988,2020-07-24,2020,7
